Function,Initialization,Diversity
Griewank-30d,random,338.3668535094341
Griewank-30d,random,343.978873252075
Griewank-30d,random,343.0406922313655
Griewank-30d,random,338.6013611956134
Griewank-30d,random,341.63439338864947
Griewank-30d,random,344.1087808339243
Griewank-30d,random,338.8029545602366
Griewank-30d,random,333.5484952042578
Griewank-30d,random,350.88191914795664
Griewank-30d,random,338.41776022634485
Griewank-30d,random,335.87700010627566
Griewank-30d,random,335.91895181900645
Griewank-30d,random,338.22805343103784
Griewank-30d,random,333.4943045386941
Griewank-30d,random,343.5195065657421
Griewank-30d,cahotic,402.73976414155993
Griewank-30d,cahotic,407.3737188167509
Griewank-30d,cahotic,401.37749061462205
Griewank-30d,cahotic,404.4639669157267
Griewank-30d,cahotic,402.20134264747793
Griewank-30d,cahotic,401.7683575786443
Griewank-30d,cahotic,406.21130969766847
Griewank-30d,cahotic,401.81749480657015
Griewank-30d,cahotic,400.2250921519528
Griewank-30d,cahotic,408.5041088767637
Griewank-30d,cahotic,407.82238105154363
Griewank-30d,cahotic,395.2421605546023
Griewank-30d,cahotic,400.547213992611
Griewank-30d,cahotic,398.3552159210056
Griewank-30d,cahotic,406.7474271136946
Schwefel-30d,random,288.7052886343479
Schwefel-30d,random,278.3824898668141
Schwefel-30d,random,278.63050037043513
Schwefel-30d,random,281.62526387997866
Schwefel-30d,random,285.94334807470534
Schwefel-30d,random,286.8701388386754
Schwefel-30d,random,283.54794054453754
Schwefel-30d,random,287.54285784902646
Schwefel-30d,random,284.820804886597
Schwefel-30d,random,280.6794553213929
Schwefel-30d,random,282.08714452563834
Schwefel-30d,random,286.67242531385756
Schwefel-30d,random,290.2757836993947
Schwefel-30d,random,284.96765837120023
Schwefel-30d,random,284.85734863242516
Schwefel-30d,cahotic,351.8430391807153
Schwefel-30d,cahotic,348.4814988306717
Schwefel-30d,cahotic,351.9020144675747
Schwefel-30d,cahotic,357.949601055388
Schwefel-30d,cahotic,349.258575912271
Schwefel-30d,cahotic,352.33071337462604
Schwefel-30d,cahotic,353.3031960152291
Schwefel-30d,cahotic,353.12224935037267
Schwefel-30d,cahotic,352.7722471525054
Schwefel-30d,cahotic,351.88811806284417
Schwefel-30d,cahotic,357.63158246808865
Schwefel-30d,cahotic,349.055072864837
Schwefel-30d,cahotic,352.9629169839325
Schwefel-30d,cahotic,343.91723482735244
Schwefel-30d,cahotic,342.34751438212754
Sumsquares-30d,random,5.656673505013434
Sumsquares-30d,random,5.752607544832691
Sumsquares-30d,random,5.729574750269741
Sumsquares-30d,random,5.753433476380042
Sumsquares-30d,random,5.693827028778919
Sumsquares-30d,random,5.673865070324864
Sumsquares-30d,random,5.7002332682683985
Sumsquares-30d,random,5.745649965723276
Sumsquares-30d,random,5.681707033131111
Sumsquares-30d,random,5.680137598227785
Sumsquares-30d,random,5.7384505592165045
Sumsquares-30d,random,5.809530735427294
Sumsquares-30d,random,5.731702247978763
Sumsquares-30d,random,5.607867406624283
Sumsquares-30d,random,5.701065007020286
Sumsquares-30d,cahotic,6.752398018194949
Sumsquares-30d,cahotic,6.916656794044331
Sumsquares-30d,cahotic,6.670744146410366
Sumsquares-30d,cahotic,6.831192161038741
Sumsquares-30d,cahotic,6.784277808015113
Sumsquares-30d,cahotic,6.735125241516709
Sumsquares-30d,cahotic,6.857212675333673
Sumsquares-30d,cahotic,6.717333256609265
Sumsquares-30d,cahotic,6.752195634359798
Sumsquares-30d,cahotic,6.713919293707283
Sumsquares-30d,cahotic,6.751503842929926
Sumsquares-30d,cahotic,6.753684461081248
Sumsquares-30d,cahotic,6.779340074995175
Sumsquares-30d,cahotic,6.751428810637128
Sumsquares-30d,cahotic,6.752653921101696
